SKU,Product Name,Category,Barcode,Status,Stock Locator,Issue Type,On Hand,Available,Allocated,Bins With Stock,Unassigned Stock (no bin),Detail
TRI 28002412,LC 17/250-700/50 bDW SC PRE2,Drivers,,Active,0,NO_LOCATOR,16,16,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28002414,LC 45/500-1400/50 bDW SC PRE2,Drivers,,Active,0,NO_LOCATOR,15,15,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28002415,"35w, 24vDC BDW Driver",Drivers,,Active,0,NO_LOCATOR,2,2,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28002418,LC150/24V bDW SC PRE2,Drivers,,Active,0,NO_LOCATOR,2,2,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28002468,LC 53W 250-350mA flexC Ip ADV,Drivers,,Active,0,NO_LOCATOR,3,3,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28002479,LC50W 900-1200mA flexC SC ADV,Drivers,,Active,0,NO_LOCATOR,5,5,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28002802,basicDIM Wireless Sensor Housing Surface Mount,COMMERCIAL,,Active,0,NO_LOCATOR,4,4,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28003341,LC 5/120/42 fixC pc SR SNC2,Drivers,,Active,0,NO_LOCATOR,6,6,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28003343,LC8/180/42 fixC pc SR SNC2,Drivers,,Active,0,NO_LOCATOR,8,8,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28003344,LC10/250/42 fixC pc SR SNC2,Drivers,,Active,0,NO_LOCATOR,118,118,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28003348,LC7/350/20 fixC pc SR SNC2,Drivers,,Active,0,NO_LOCATOR,1,1,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28003349,LC10/500/20 fixC pc SR SNC2,Drivers,,Active,0,NO_LOCATOR,4,4,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28003350,LC14/700/20 fixC pc SR SNC2,Drivers,,Active,0,NO_LOCATOR,2,2,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28003517,18W 24V one4all SC PRE,Drivers,,Active,0,NO_LOCATOR,2,2,0,MA-DOCK,0,"Stock in bins [MA-DOCK] but product has no stock_locator (or ""0"")"
TRI 28004042,LC 28/300-700/42 o4a NF SC EXC3,Drivers,,Active,0,NO_LOCATOR,30,30,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 28005501,LC100W 24V one4all NF Ip EXC,Drivers,,Active,(empty),NO_LOCATOR,59,59,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87500274,LCBI 10w 350mA Phase-Cut/1-10v SR,Drivers,,Active,0,NO_LOCATOR,12,12,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87500387,LCBI 14w 700mA Basic Phase-Cut SR ADV,Drivers,,Active,0,NO_LOCATOR,9,9,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87500603,LCA 21W 300-500mA flex C PH-C SR ADV,Drivers,,Active,0,NO_LOCATOR,31,31,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87500605,LCA 44W 700-1050mA flexC PH-C SR ADV,Drivers,,Active,0,NO_LOCATOR,5,5,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87500666,LC 100W 24V SC SNC,Drivers,,Active,0,NO_LOCATOR,3,3,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87500670,LC100w 24vDC Driver,Drivers,,Active,0,NO_LOCATOR,1,1,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87500864,LC25/600/42 fixC SR ADV2,Drivers,,Active,0,NO_LOCATOR,18,18,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87500931,LC18w 24v SR SNC,Drivers,,Active,0,NO_LOCATOR,26,26,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87501050,LC 35W 24V SC SNC2,Drivers,,Active,0,NO_LOCATOR,163,163,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87501051,LC 60W 24V SC SNC2,Drivers,,Active,0,NO_LOCATOR,55,55,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87501052,LC 100W 24V SC SNC2,Drivers,,Active,0,NO_LOCATOR,15,15,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87501053,LC 200W 24V SC SNC2,Drivers,,Active,0,NO_LOCATOR,21,21,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87501086,LC10/150-250/42 flexC SR SNC4,Drivers,,Active,(empty),NO_LOCATOR,10,10,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87501087,LC 17/250-400/42 flexC SR SNC4,Drivers,,Active,0,NO_LOCATOR,199,199,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87501093,LC 100W 24V Ip SNC2,Drivers,,Active,(empty),NO_LOCATOR,19,19,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87501100,LC60/200-350/200 flex CC Ip SNC4,Drivers,,Active,0,NO_LOCATOR,10,10,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87501146,Driver LC 15W 100-400mA DA SR SNC4,Drivers,,Active,0,NO_LOCATOR,29,29,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
TRI 87501147,LC30/350-700/50 DA SC SNC4,Drivers,,Active,(empty),NO_LOCATOR,23,23,0,MA-OFFICE-AREA,0,"Stock in bins [MA-OFFICE-AREA] but product has no stock_locator (or ""0"")"
VEN-SKY903WH,"Skyfan DC 36"" White",AIR MOVEMENT,9339310012917,Active,0,NO_LOCATOR,1,1,0,MA-G-16-L1,0,"Stock in bins [MA-G-16-L1] but product has no stock_locator (or ""0"")"
VEN-SPY1253-WH,"50""/1250mm Fully Moulded PC Composite 3 Blade Ceilng Fan - Satin White",AIR MOVEMENT,0,Active,0,NO_LOCATOR,2,2,0,MA-G-17-L3,0,"Stock in bins [MA-G-17-L3] but product has no stock_locator (or ""0"")"
VEN-SPY1423-WH,"56""/1400mm Fully Moulded PC Composite 3 Blade Ceilng Fan - Satin White",AIR MOVEMENT,9339310010692,Active,0,NO_LOCATOR,2,2,0,MA-G-17-L3,0,"Stock in bins [MA-G-17-L3] but product has no stock_locator (or ""0"")"
VEN-SPY903NWH,"Spyda - 36""/900mm Fully Moulded PC Composite 3 Blade Ceiling Fan in Satin White - Indoor/Outdoor/Coastal (not light adaptable)",AIR MOVEMENT,9339310013631,Active,0,NO_LOCATOR,1,1,0,MA-G-14-L3,0,"Stock in bins [MA-G-14-L3] but product has no stock_locator (or ""0"")"
VS-I-SMW,"Versaan Surface Mount Kit - for Integral C1, D1, P1, R1, T1",Automation,,Active,(empty),NO_LOCATOR,38,38,0,MA-DOCK,0,"Stock in bins [MA-DOCK] but product has no stock_locator (or ""0"")"
VS-IC1-W,Versaan Integral C1 - 5 Push button controller,Automation,,Active,(empty),NO_LOCATOR,7,7,0,MA-DOCK,0,"Stock in bins [MA-DOCK] but product has no stock_locator (or ""0"")"
VS-ID1-W,"Versaan Integral D1 - Dali controller, 2 push button input",Automation,,Active,(empty),NO_LOCATOR,4,3,1,MA-DOCK,0,"Stock in bins [MA-DOCK] but product has no stock_locator (or ""0"")"
VS-IP1-W,"Versaan Integral P1 Dimmer, 12-48vDC, 4CH",Automation,,Active,(empty),NO_LOCATOR,12,12,0,MA-DOCK,0,"Stock in bins [MA-DOCK] but product has no stock_locator (or ""0"")"
VS-IR1-W,"Versaan Integral R1 - 10A relay, 250A inrush current, 3x push button inputs",Automation,,Active,(empty),NO_LOCATOR,9,9,0,MA-DOCK,0,"Stock in bins [MA-DOCK] but product has no stock_locator (or ""0"")"
VS-IT1-W,"Versaan Integral T1 - 300W phase dimmer, 3x push button inputs",Automation,,Active,(empty),NO_LOCATOR,8,8,0,MA-DOCK,0,"Stock in bins [MA-DOCK] but product has no stock_locator (or ""0"")"
VS-S1-LBW,Versaan Unity S1 Sensor/White,Automation,,Active,(empty),NO_LOCATOR,5,5,0,MA-DOCK,0,"Stock in bins [MA-DOCK] but product has no stock_locator (or ""0"")"
12v-IP67-020w-Carton20,"R2916 20w, 12VDC Weatherproof LED Driver With Flex & Plug, IP67-Carton20",Drivers,19727435309157,Active,MA-A-09-L3,LOCATOR_BUT_NO_BIN,0,16,0,(none),16,stock_locator=MA-A-09-L3 but all 16 available stock has no bin assigned
12v-IP67-040w-Carton20,"R2917 40w, 12VDC Weatherproof LED Driver With Flex & Plug, IP67-Carton20",Drivers,19727435306829,Active,MA-A-09-L3,LOCATOR_BUT_NO_BIN,0,12,0,(none),12,stock_locator=MA-A-09-L3 but all 12 available stock has no bin assigned
12v-IP67-060w-Carton20,"R2918 60w, 12VDC Weatherproof LED Driver With Flex & Plug, IP67-Carton20",Drivers,,Active,MA-A-10-L3,LOCATOR_BUT_NO_BIN,0,12,0,(none),12,stock_locator=MA-A-10-L3 but all 12 available stock has no bin assigned
12v-IP67-100w-Carton20,"R2914 100w, 12VDC Weatherproof LED Driver with Flex & Plug, IP67-Carton20",Drivers,19727435300186,Active,MA-A-09-L3,LOCATOR_BUT_NO_BIN,0,23,0,(none),23,stock_locator=MA-A-09-L3 but all 23 available stock has no bin assigned
12v-IP67-200W-Carton15,"200w, 12VDC IP67 Weatherproof LED Driver with Flex & Plug-Carton15",Drivers,19727435311102,Active,MA-A-10-L3,LOCATOR_BUT_NO_BIN,0,11,0,(none),11,stock_locator=MA-A-10-L3 but all 11 available stock has no bin assigned
12v-IP67-300W-Carton10,"300w, 12VDC IP67 Weatherproof LED Driver with Flex & Plug-Carton10",Drivers,19727435310327,Active,MA-A-10-L3,LOCATOR_BUT_NO_BIN,0,13,0,(none),13,stock_locator=MA-A-10-L3 but all 13 available stock has no bin assigned
24v-IP20-060w-DIM-Carton18,"60w, 24VDC LED Driver, IP20 with Flex & Plug, Dimmable-Carton18",Drivers,19727435300477,Active,MA-A-09-L2,LOCATOR_BUT_NO_BIN,0,23,0,(none),23,stock_locator=MA-A-09-L2 but all 23 available stock has no bin assigned
24v-IP20-080w-DIM-Carton18,"R2931 80w, 24VDC Dimmable LED Driver, IP20-Carton18",Drivers,19727435303618,Active,MA-A-09-L2,LOCATOR_BUT_NO_BIN,0,15,0,(none),15,stock_locator=MA-A-09-L2 but all 15 available stock has no bin assigned
24v-IP20-100w-DIM-Carton18,"100w, 24VDC Dimmable LED Driver, IP20-Carton18",Drivers,19727435302338,Active,MA-A-09-L2,LOCATOR_BUT_NO_BIN,0,15,0,(none),15,stock_locator=MA-A-09-L2 but all 15 available stock has no bin assigned
24v-IP67-060w-DIM-Carton20,"60w, 24VDC Weatherproof LED Driver With Flex & Plug, IP67, Dimmable-Carton20",Drivers,19727435303424,Active,MA-A-10-L2,LOCATOR_BUT_NO_BIN,0,12,0,(none),12,stock_locator=MA-A-10-L2 but all 12 available stock has no bin assigned
24v-IP67-100w-DIM-Carton20,"100w, 24VDC Weatherproof LED Driver With Flex & Plug, IP67, Dimmable-Carton20",Drivers,19727435303919,Active,MA-A-10-L2,LOCATOR_BUT_NO_BIN,0,15,0,(none),15,stock_locator=MA-A-10-L2 but all 15 available stock has no bin assigned
24v-IP67-200w-DIM-Carton15,"200w, 24VDC Weatherproof LED Dimmable Driver with Flex & Plug, IP67-Carton15",Drivers,19727435304172,Active,MA-A-10-L2,LOCATOR_BUT_NO_BIN,0,4,0,(none),4,stock_locator=MA-A-10-L2 but all 4 available stock has no bin assigned
24v-IP67-300w-Carton10,"R2935 300w, 24VDC Weatherproof LED Driver With Flex & Plug, IP67-Carton10",Drivers,19727435307791,Active,MA-A-10-L2,LOCATOR_BUT_NO_BIN,0,17,0,(none),17,stock_locator=MA-A-10-L2 but all 17 available stock has no bin assigned
360-DR136BL,900 mm Ext Rod Black to Suit Spitfire,Air movement - Accessories,9349493006207,Active,MA-G-15-L3,LOCATOR_BUT_NO_BIN,4,4,0,(none),4,stock_locator=MA-G-15-L3 but all 4 available stock has no bin assigned
"Battery to suit R3540, R3570 Emergency - TRI","Battery to suit R3540, R3570 Emergency TRI",Battens,,Active,MA-PRODUCTION,LOCATOR_BUT_NO_BIN,2,2,0,(none),2,stock_locator=MA-PRODUCTION but all 2 available stock has no bin assigned
C328-42600DB-F-Carton50,25w 250-600mA 14-42v DALI-2 LED Driver with F&P-Carton50,Drivers,19727400000000,Active,MA-A-01-L4-P2,LOCATOR_BUT_NO_BIN,0,2,0,(none),2,stock_locator=MA-A-01-L4-P2 but all 2 available stock has no bin assigned
C350-421100DB-F-Carton50,46w 650-1100mA 14-42v Dali-2 LED Driver with F&P-Carton50,Drivers,19727435315459,Active,MA-B-03-L4-P2,LOCATOR_BUT_NO_BIN,0,12,0,(none),12,stock_locator=MA-B-03-L4-P2 but all 12 available stock has no bin assigned
MFAG26VA-N,Midea Venus 2.5kw Indoor A series,AIR MOVEMENT,9727435914900,Active,MA-C-12-L1-P1,LOCATOR_BUT_NO_BIN,1,1,0,(none),1,stock_locator=MA-C-12-L1-P1 but all 1 available stock has no bin assigned
MFAG26VA-W,Midea Venus 2.5kw Outdoor A series,AIR MOVEMENT,9727435915556,Active,MA-C-12-L1-P1,LOCATOR_BUT_NO_BIN,1,1,0,(none),1,stock_locator=MA-C-12-L1-P1 but all 1 available stock has no bin assigned
R-GPO2-15-WH-Carton100,15A Double Powerpoint-Carton100,Bakelite,19727435320879,Active,MA-D-14-L1,LOCATOR_BUT_NO_BIN,0,11,0,(none),11,stock_locator=MA-D-14-L1 but all 11 available stock has no bin assigned
R-GPO2-WH-Carton100,10A Double Powerpoint-Carton100,Bakelite,19727435321266,Active,MA-C-15-L1-P1,LOCATOR_BUT_NO_BIN,0,63,0,(none),63,stock_locator=MA-C-15-L1-P1 but all 63 available stock has no bin assigned
R-GPO2X-WH-Carton100,10A Double Powerpoint with Extra Switch-Carton100,Bakelite,19727435321614,Active,MA-D-14-L2,LOCATOR_BUT_NO_BIN,0,7,0,(none),7,stock_locator=MA-D-14-L2 but all 7 available stock has no bin assigned
R-HMB-Carton200,Horizontal Mounting Bracket with Nail 1.2MM-Carton200,Bakelite,19727435314480,Active,MA-D-17-L1,LOCATOR_BUT_NO_BIN,0,12,0,(none),12,stock_locator=MA-D-17-L1 but all 12 available stock has no bin assigned
R-MB18-Carton120,18mm Mounting Block-Carton120,Bakelite,19727435322285,Active,MA-D-16-L2,LOCATOR_BUT_NO_BIN,0,6,0,(none),6,stock_locator=MA-D-16-L2 but all 6 available stock has no bin assigned
R-MB36-Carton80,36mm Mounting Block-Carton80,Bakelite,19727435322623,Active,MA-D-16-L2,LOCATOR_BUT_NO_BIN,0,6,0,(none),6,stock_locator=MA-D-16-L2 but all 6 available stock has no bin assigned
R-PMB-Carton100,Plaster Bracket-Carton100,Bakelite,19727435314674,Active,MA-D-16-L2,LOCATOR_BUT_NO_BIN,0,15,0,(none),15,stock_locator=MA-D-16-L2 but all 15 available stock has no bin assigned
R-SLGP1-WH-Carton200,1 Gang Slimline Rigid Plate-Carton200,Bakelite,19727435323896,Active,MA-D-14-L1,LOCATOR_BUT_NO_BIN,0,20,0,(none),20,stock_locator=MA-D-14-L1 but all 20 available stock has no bin assigned
R-SLGP2-WH-Carton200,2 Gang Slimline Rigid Plate-Carton200,Bakelite,19727435324417,Active,MA-D-14-L1,LOCATOR_BUT_NO_BIN,0,14,0,(none),14,stock_locator=MA-D-14-L1 but all 14 available stock has no bin assigned
R-SLGP3-WH-Carton200,3 Gang Slimline Rigid Plate-Carton200,Bakelite,19727435324815,Active,MA-D-15-L1,LOCATOR_BUT_NO_BIN,0,6,0,(none),6,stock_locator=MA-D-15-L1 but all 6 available stock has no bin assigned
R-SLGP4-WH-Carton200,4 Gang Slimline Rigid Plate-Carton200,Bakelite,19727435325252,Active,MA-D-15-L1,LOCATOR_BUT_NO_BIN,0,6,0,(none),6,stock_locator=MA-D-15-L1 but all 6 available stock has no bin assigned
R-SLGP5-WH-Carton200,5 Gang Slimline Rigid Plate-Carton200,Bakelite,19727435325660,Active,MA-D-15-L1,LOCATOR_BUT_NO_BIN,0,5,0,(none),5,stock_locator=MA-D-15-L1 but all 5 available stock has no bin assigned
R-SLGP6-WH-Carton200,6 Gang Slimline Rigid Plate-Carton200,Bakelite,19727435326405,Active,MA-D-15-L1,LOCATOR_BUT_NO_BIN,0,4,0,(none),4,stock_locator=MA-D-15-L1 but all 4 available stock has no bin assigned
R-SLGPO1-WH-Carton100,10A Slimline Single Powerpoint-Carton100,Bakelite,19727435327076,Active,MA-D-15-L1,LOCATOR_BUT_NO_BIN,0,32,0,(none),32,stock_locator=MA-D-15-L1 but all 32 available stock has no bin assigned
R-SLGPO2-15-WH-Carton100,15A Slimline Double powerpoint-Carton100,Bakelite,19727435327715,Active,MA-D-16-L2,LOCATOR_BUT_NO_BIN,0,14,0,(none),14,stock_locator=MA-D-16-L2 but all 14 available stock has no bin assigned
R-SLGPO2-WH-Carton100,10A Slimline Double powerpoint-Carton100,Bakelite,19727435328403,Active,MA-D-15-L1,LOCATOR_BUT_NO_BIN,0,19,0,(none),19,stock_locator=MA-D-15-L1 but all 19 available stock has no bin assigned
R-SLGPO2X-WH-Carton100,10A Slimline Double powerpoint  with extra switch 16-Carton100,Bakelite,19727435329101,Active,MA-D-16-L2,LOCATOR_BUT_NO_BIN,0,9,0,(none),9,stock_locator=MA-D-16-L2 but all 9 available stock has no bin assigned
R-SLSW1-WH-Carton100,"1 Gang Slimline Wall Switch, White-Carton100",Bakelite,19727435329509,Active,MA-C-15-L1-P2,LOCATOR_BUT_NO_BIN,0,20,0,(none),20,stock_locator=MA-C-15-L1-P2 but all 20 available stock has no bin assigned
R-SLSW2-WH-Carton100,"2 Gang Slimline Wall Switch, White-Carton100",Bakelite,19727435330030,Active,MA-D-14-L2,LOCATOR_BUT_NO_BIN,0,8,0,(none),8,stock_locator=MA-D-14-L2 but all 8 available stock has no bin assigned
R-SLSW3-WH-Carton100,"3 Gang Slimline Wall Switch, White-Carton100",Bakelite,19727435330525,Active,MA-D-15-L2,LOCATOR_BUT_NO_BIN,0,2,0,(none),2,stock_locator=MA-D-15-L2 but all 2 available stock has no bin assigned
R-SLSW4-WH-Carton100,"4 Gang Slimline Wall Switch, White-Carton100",Bakelite,19727435331106,Active,MA-D-15-L2,LOCATOR_BUT_NO_BIN,0,5,0,(none),5,stock_locator=MA-D-15-L2 but all 5 available stock has no bin assigned
R-SLSW5-WH-Carton100,"5 Gang Slimline Wall Switch, White-Carton100",Bakelite,19727435332028,Active,MA-D-15-L2,LOCATOR_BUT_NO_BIN,0,2,0,(none),2,stock_locator=MA-D-15-L2 but all 2 available stock has no bin assigned
R-SLSW6-WH-Carton100,"6 Gang Slimline Wall Switch, White-Carton100",Bakelite,19727435332456,Active,MA-D-15-L2,LOCATOR_BUT_NO_BIN,0,2,0,(none),2,stock_locator=MA-D-15-L2 but all 2 available stock has no bin assigned
R-SMB25-Carton100,25mm Solid Mounting Block-Carton100,Bakelite,19727435314216,Active,MA-D-11-L1,LOCATOR_BUT_NO_BIN,0,1,0,(none),1,stock_locator=MA-D-11-L1 but all 1 available stock has no bin assigned
R-SMDP35-Carton400,35A Double Pole mechanism-Carton400,Bakelite,19727435334260,Active,MA-D-17-L3,LOCATOR_BUT_NO_BIN,0,2,0,(none),2,stock_locator=MA-D-17-L3 but all 2 available stock has no bin assigned
R-SW2-WH-Carton100,"2 Gang Wall Switch, White-Carton100",Bakelite,19727435336141,Active,MA-D-13-L2,LOCATOR_BUT_NO_BIN,0,12,0,(none),12,stock_locator=MA-D-13-L2 but all 12 available stock has no bin assigned
R-SW4-WH-Carton100,"4 Gang Wall Switch, White-Carton100",Bakelite,19727435337899,Active,MA-D-13-L2,LOCATOR_BUT_NO_BIN,0,5,0,(none),5,stock_locator=MA-D-13-L2 but all 5 available stock has no bin assigned
R-SW5-WH-Carton100,"5 Gang Wall Switch, White-Carton100",Bakelite,19727435338470,Active,MA-D-13-L2,LOCATOR_BUT_NO_BIN,0,4,0,(none),4,stock_locator=MA-D-13-L2 but all 4 available stock has no bin assigned
R-SW6-WH-Carton100,"6 Gang Wall Switch, White-Carton100",Bakelite,19727435339031,Active,MA-D-13-L2,LOCATOR_BUT_NO_BIN,0,7,0,(none),7,stock_locator=MA-D-13-L2 but all 7 available stock has no bin assigned
R-USB-C-Carton300,USB-C Fast Charging AC Port-Carton300,Bakelite,19727435340435,Active,MA-D-17-L2,LOCATOR_BUT_NO_BIN,0,1,0,(none),1,stock_locator=MA-D-17-L2 but all 1 available stock has no bin assigned
R-VMB-Carton200,Vertical Mounting Bracket with Nail 1.2MM-Carton200,Bakelite,19727435314216,Active,MA-D-17-L1,LOCATOR_BUT_NO_BIN,0,8,0,(none),8,stock_locator=MA-D-17-L1 but all 8 available stock has no bin assigned
R-WPGPO2-Carton40,10A Weatherproof Double Outlet-Carton40,Bakelite,19727435313481,Active,MA-C-14-L1-P1,LOCATOR_BUT_NO_BIN,0,9,0,(none),9,stock_locator=MA-C-14-L1-P1 but all 9 available stock has no bin assigned
R-WPI220-Carton50,20A 2 Pole Mini Weatherproof Isolator Switch IP66-Carton50,Bakelite,19727435313207,Active,MA-D-17-L1,LOCATOR_BUT_NO_BIN,0,5,0,(none),5,stock_locator=MA-D-17-L1 but all 5 available stock has no bin assigned
R-WPI220-L-Carton20,20A 2 Pole Standard Weatherproof Isolator Switch IP66-Carton20,Bakelite,19727435296833,Active,MA-D-17-L4,LOCATOR_BUT_NO_BIN,0,12,0,(none),12,stock_locator=MA-D-17-L4 but all 12 available stock has no bin assigned
R-WPI235-Carton50,35A 2 Pole Mini Weatherproof Isolator Switch IP66-Carton50,Bakelite,19727435575623,Active,MA-D-17-L4,LOCATOR_BUT_NO_BIN,0,3,0,(none),3,stock_locator=MA-D-17-L4 but all 3 available stock has no bin assigned
R-WPI235-L-Carton20,35A 2 Pole Standard Weatherproof Isolator Switch IP66-Carton20,Bakelite,19727435305365,Active,MA-D-17-L4,LOCATOR_BUT_NO_BIN,0,20,0,(none),20,stock_locator=MA-D-17-L4 but all 20 available stock has no bin assigned
R1011-Carton45,"8w Dimmable Downlight Integral Driver IP54 90mm Cut Out, TRI White-Carton45",Downlights,19727435379360,Active,MA-A-14-L1-P2,LOCATOR_BUT_NO_BIN,0,24,0,(none),24,stock_locator=MA-A-14-L1-P2 but all 24 available stock has no bin assigned
R1020-Carton50,7w Tri Colour Dimmable Downlight Integral Driver IP54 70mm cut out.-Carton50,Downlights,19727435309040,Active,MA-B-03-L1-P1,LOCATOR_BUT_NO_BIN,0,17,0,(none),17,stock_locator=MA-B-03-L1-P1 but all 17 available stock has no bin assigned
R1021-WH-TRI-Carton30,"8w Dimmable Downlight Integral Driver IP54 90mm Cut Out, Tri (3000K Warm White-4000K Cool White-5700K Daylight) White-Carton30",Downlights,19727435304891,Active,MA-A-08-L8-P2,LOCATOR_BUT_NO_BIN,0,811,0,(none),811,stock_locator=MA-A-08-L8-P2 but all 811 available stock has no bin assigned
R1022-Carton30,13w Dimmable Downlight Integral Driver With Flex & Plug IP54 120mm Cut Out-Carton30,Downlights,19727435308526,Active,MA-B-03-L1-P2,LOCATOR_BUT_NO_BIN,0,22,0,(none),22,stock_locator=MA-B-03-L1-P2 but all 22 available stock has no bin assigned
R1023-Carton30,16w Dimmable Downlight Integral Driver With Flex & Plug IP54 160mm Cut Out-Carton30,Downlights,19727435304376,Active,MA-B-04-L1-P1,LOCATOR_BUT_NO_BIN,0,15,0,(none),15,stock_locator=MA-B-04-L1-P1 but all 15 available stock has no bin assigned
R1024-Carton20,20w Dimmable Downlight Integral Driver Wth Flex & Plug IP54 190mm Cut Out.-Carton20,Downlights,19727435303454,Active,MA-B-04-L1-P2,LOCATOR_BUT_NO_BIN,0,16,0,(none),16,stock_locator=MA-B-04-L1-P2 but all 16 available stock has no bin assigned
R1030-WH-TRI-Carton50,"7w Dimmable Downlight Integral Driver IP44 70mm Cut Out, White-Carton50",Downlights,19727435306190,Active,MA-B-07-L1-P1,LOCATOR_BUT_NO_BIN,0,9,0,(none),9,stock_locator=MA-B-07-L1-P1 but all 9 available stock has no bin assigned
R1031-WH-TRI-Carton30,"8w Dimmable Downlight Integral Driver IP44 90mm Cut Out, Tri - White-Carton30",Downlights,19727435305783,Active,MA-F-01-L1,LOCATOR_BUT_NO_BIN,0,540,0,(none),540,stock_locator=MA-F-01-L1 but all 540 available stock has no bin assigned
R1042-12-Carton24,"12w Dimmable downlight with F&P IP54 120mm cut out, White Tri-Carton24",Downlights,19727435346021,Active,MA-A-14-L2-P1,LOCATOR_BUT_NO_BIN,0,1,0,(none),1,stock_locator=MA-A-14-L2-P1 but all 1 available stock has no bin assigned
R1043-18-Carton12,18w Dimmable Downlight Complete With Flex & Plug IP54 160mm Cut Out.-Carton12,Downlights,19727435347799,Active,MA-B-08-L1-P1,LOCATOR_BUT_NO_BIN,0,22,0,(none),22,stock_locator=MA-B-08-L1-P1 but all 22 available stock has no bin assigned
R1044-25-Carton12,25w Dimmable Downlight Complete With Flex & Plug IP54 200mm Cut Out.-Carton12,Downlights,19727435348815,Active,MA-C-09-L1-P1,LOCATOR_BUT_NO_BIN,0,31,0,(none),31,stock_locator=MA-C-09-L1-P1 but all 31 available stock has no bin assigned
R1051-BK-TRI-Carton30,"13w Dimmable Downlight With Flex & Plug IP44 90mm Cut Out. Black, Tri (3000K Warm White-4000K Cool White-5700K Daylight)-Carton30",Downlights,19727435304152,Active,MA-B-14-L1,LOCATOR_BUT_NO_BIN,0,12,0,(none),12,stock_locator=MA-B-14-L1 but all 12 available stock has no bin assigned
